"initial","final","env1","env2","interval","prevalence1"
0,0,0.173943124664499,0.697152319333935,5,0
0,0,0.161567811615604,0.74114730111968,4,0.006
0,0,0.0636556371751584,0.678702810843138,4,0
0,0,0.193569172958579,0.822987428527572,4,0.004
0,0,0.267930108162988,0.721278599668053,4,0
0,0,0.234129692523034,0.76085831446454,4,0
0,0,0.176069308101621,0.850740535317163,4,0
0,0,0.0997457696275464,0.920754054718134,5,0
0,0,0.108631994599641,0.715601827824755,5,0
0,0,0.194441435879308,0.731212950393867,4,0.002
0,0,0.150010248629293,0.899623848412421,4,0
0,0,0.191481962185697,0.707289411911286,5,0
1,1,-0.973308609189794,-0.432998341807422,11,0.516
1,0,-1.08855714435698,-0.547952971634686,7,0.364
1,1,-0.766253765372985,0.291263132536435,5,0.53
1,1,-0.730218153577434,0.282117222344408,5,0.46
1,1,-0.94501438345685,-0.0931804717418886,5,0.716
1,0,-0.925551882835677,-0.0592775287887238,12,0.834
0,0,-0.725747778163404,0.562171299948293,5,0.38
1,1,-0.883192328470973,0.573524843634914,6,0.528
0,0,-0.983448736481343,0.30640119078527,5,0.428
1,1,-0.978324154778296,0.217149722359715,5,0.5
0,0,-0.78249977080329,0.451947313323792,9,0.252
0,0,-0.89769379766157,0.0618269372021465,2,0.41
0,1,-0.889298210509073,0.0632461301629767,5,0.61
1,1,-0.850427726024217,0.136571099805886,5,0.424
0,0,-0.882047468764972,0.101406651998634,8,0.516
1,1,-0.690093779770943,-0.132444810324866,7,0.416
1,1,-0.701596823400199,0.442486026918232,5,0.682
1,1,-0.689221514250653,0.413471415274602,5,0.686
0,0,-0.71375407721782,0.450685808469704,4,0.546
1,1,-0.726783601754858,0.567532695578082,9,0.692
1,1,-0.686277604147021,0.427347968669397,5,0.35
0,1,-0.946704404238848,-0.158463347940092,5,0.83
1,1,-0.936891381391588,-0.076150156211922,5,0.85
1,1,-0.919391484040085,0.00695147605005777,5,0.674
1,1,-0.884773306639514,0.145717009997914,5,0.56
0,0,-0.93999883916813,0.525429971073444,4,0.596
0,0,-0.777429712356642,0.403221688335254,6,0.312
0,0,-0.881120694285884,0.567375007471339,4,0.632
0,0,-0.956408397470471,0.463616233223946,3,0.6
0,0,-0.948230877347936,0.491211651906744,5,0.48
0,1,-0.922444423759353,0.526533787820765,5,0.548
1,1,-0.992553043430894,-0.00361362710280021,5,0.522
1,1,-0.844103770457242,0.551921573008971,5,0.508
1,1,-0.81826280141095,0.618465954061213,6,0.582
1,1,-0.883246846528244,0.111183314617704,8,0.466
0,0,-0.797055761950506,0.55034469194135,5,0.462
0,0,-0.762819205751716,0.548137058446732,5,0.558
0,0,-0.963604617257952,0.0757034905969414,7,0.59
0,0,-0.921408602767464,0.228503266046359,5,0.586
1,1,-0.958970687672104,-0.131025617364035,5,0.64
1,1,-0.951174783552224,-0.136860077314125,5,0.694
1,1,-0.943215330459653,-0.0312090457856227,5,0.708
1,1,-0.927569006762183,-0.000617553074372225,3,0.98
1,1,-0.652095575103978,0.205796178673071,2,0.866
0,0,-0.767180543751419,0.479858108220125,4,0.138
1,1,-0.898129925222586,0.408740772071833,5,0.468
1,1,-0.86476563714365,0.424667270854502,5,0.492
1,1,-0.767889275896401,0.479385043899825,5,0.388
1,1,-0.74575544895905,0.456835644633303,4,0.384
1,1,-0.92511574877575,0.490265523266192,10,0.638
1,1,-0.875996103484362,0.164797270915752,7,0.426
1,1,-0.838597574051323,0.261775456572503,5,0.49
0,0,-0.887117537609875,0.225349503911188,4,0.494
0,0,-0.869781195729972,0.296466840059479,5,0.504
1,1,-0.932584549751121,0.321381560927362,2,0.556
0,0,-0.690202808086796,0.638176967406098,5,0.448
1,1,-0.974889595157027,0.0119974954663362,11,0.336
0,0,-0.938363333843841,0.47670434608493,7,0.522
1,1,-0.860622366173911,0.610266172509764,10,0.592
1,1,-0.715335061885272,0.251368041526414,5,0.576
0,0,-0.848356086640001,0.308293448066401,6,0.436
1,0,-0.766907976861131,0.447058982014256,4,0.574
1,1,-0.905598728797522,-0.0845076258701621,1,0.846
0,0,-0.850427726024217,0.136571099805886,5,0.424
1,1,-0.856697153135661,0.571947962567341,6,0.846
1,1,-0.864438548296743,0.153759103442619,5,0.626
0,0,-0.890115951473179,0.2695021738037,2,0.574
0,0,-0.943596946462306,0.359226706549508,5,0.446
0,0,-0.919227931168048,0.432551676192418,5,0.474
1,1,-0.675483282264491,0.272813624045639,5,0.586
1,1,-0.638793474578178,0.257517877690013,5,0.664
1,1,-0.887117537609875,0.278805772102446,4,0.688
1,1,-1.00220251600568,0.198700213868918,5,0.628
1,1,-0.922444426358918,0.213838272117776,6,0.432
0,0,-0.880521006054139,0.218726603427312,8,0.486
0,0,-0.800217736484539,0.714971075397712,9,0.326
0,0,-0.77786584641657,0.675391360601201,7,0.354
0,0,-0.736215003400334,0.37042256212941,5,0.366
0,0,-0.733870784128011,0.368214928634792,7,0.626
1,1,-0.869236015157243,0.444693660412872,4,0.462
1,1,-0.844103770457242,0.551921573008971,5,0.508
1,1,-0.767126036092402,0.471816014775395,8,0.464
1,1,-0.826658389863229,-0.156728778765728,6,0.742
1,1,-0.8218063945472,0.617677513527427,5,0.62
0,0,-0.901455452628655,0.248056591284452,10,0.484
0,0,-0.767180543751419,0.479858108220125,4,0.138
0,0,-0.856042949446208,0.0618269372021465,2,0.294
0,0,-0.847156711476293,0.0632461301629767,5,0.746
0,0,-0.808068158661692,0.136571099805886,5,0.552
0,0,-0.901891586688581,0.214784400758331,5,0.594
0,0,-0.904290326617742,0.0698690306468528,8,0.432
0,0,-0.900528669051093,0.0397506022559024,1,0.356
0,0,-0.89218760125565,0.21273445537048,6,0.474
0,0,-0.850427726024217,0.294574582778373,5,0.474
0,0,-0.89769379766157,0.0618269372021465,2,0.41
1,1,-0.923044110691317,0.230553211434233,7,0.438
0,1,-0.730109126561363,0.497992240497388,9,0.484
1,1,-0.706176241427685,0.459989406768474,7,0.568
0,0,-0.800435804814283,0.572421026887617,5,0.338
0,0,-0.777429712356642,0.465035426184776,6,0.322
0,0,-0.903963227372578,0.156439801257537,6,0.672
1,0,-0.89769379766157,0.0618269372021465,2,0.41
0,0,-0.850427726024217,0.136571099805886,5,0.424
1,1,-0.920536338546956,0.161012756353515,5,0.546
1,1,-0.888262385617836,0.262879273319801,5,0.672
1,1,-0.78337203762336,0.447374358227765,5,0.486
1,1,-0.756876868786961,0.446743605800723,5,0.546
0,0,-0.983448736481343,0.30640119078527,5,0.428
1,1,-0.847265741091928,-0.0468201683547591,5,0.822
1,1,-0.906198409230575,0.212103702943436,6,0.438
1,1,-0.826658389863229,-0.156728778765728,6,0.742
1,1,-0.786534019956085,-0.00818658219880114,6,0.476
1,1,-0.971618587108014,0.46708537157265,2,0.682
1,1,-0.963713650772933,0.407479267217769,5,0.4
0,1,-0.958970687672104,-0.131025617364035,5,0.64
1,1,-0.951174783552224,-0.136860077314125,5,0.694
1,1,-0.943215330459653,-0.0312090457856227,5,0.708
1,1,-0.906198409230575,0.212103702943436,6,0.438
1,1,-0.869181495800189,0.308293448066401,6,0.422
0,0,-0.863784343307508,-0.155624962018431,8,0.64
0,0,-0.835871730977653,0.598597252609587,6,0.614
0,0,-0.792857967724366,0.564851997763189,5,0.49
0,0,-0.714135688021346,0.506034333942093,5,0.674
0,0,-0.860622366173911,0.660568678565876,10,0.516
1,1,-0.888589491361909,0.292524637390474,5,0.638
1,1,-0.864438548296743,0.376572398293008,5,0.52
1,1,-0.943215330459653,-0.198989191377156,5,0.726
1,1,-0.936891381391588,-0.076150156211922,5,0.85
1,1,-0.919391484040085,0.00695147605005777,5,0.674
1,1,-0.884773306639514,0.145717009997914,5,0.56
0,0,-0.707212061119793,0.420252003865219,8,0.5
1,1,-0.880193899010284,-0.0520238758778039,14,0.732
1,1,-0.846229926598949,0.146347762424958,5,0.528
1,1,-0.916774675781179,-0.0121287848677819,7,0.83
0,0,-0.928059656279819,0.0954145039418023,2,0.42
0,0,-0.925442846721131,0.0670306447251923,3,0.438
0,0,-0.916284019764634,0.164954959022496,13,0.522
1,1,-0.966657558277002,-0.122825835812585,5,0.84
1,1,-0.948448943078118,-0.093338159848655,5,0.812
1,1,-0.928713857369709,0.014205128960953,2,0.768
1,1,-0.715335061885272,0.251368041526414,5,0.576
1,0,-0.697780651675623,0.200907847363535,3,0.802
0,0,-1.05677384354506,0.645115244103483,9,0.772
0,0,-1.03562131759265,0.598281876396076,5,0.708
0,0,-0.995333396763144,0.579674679798514,5,0.716
1,1,-0.762001460888265,0.338569564564095,5,0.514
1,1,-0.643154817777008,0.2409606264803,1,0.722
0,0,-0.884718792481587,0.0119974954663125,7,0.692
0,0,-0.792857965124802,0.413471415274602,1,0.134
1,1,-0.926751246301347,0.250421912885836,6,0.468
1,1,-0.869781195729972,0.343142519660097,5,0.49
0,0,-0.745646411544721,0.534260505051937,5,0.646
1,1,-0.921681191754046,0.197596397121598,10,0.35
1,1,-0.871089600509315,0.363326597325256,2,0.548
0,0,-0.743956392062506,0.251368041526414,5,0.418
0,0,-0.890224992786853,-0.0904997739269944,11,0.838
1,1,-0.807359436914965,0.324062258742279,5,0.532
1,1,-0.791495047487313,0.458570213807667,6,0.478
1,1,-0.93999883916813,0.525429971073444,4,0.596
0,0,-0.790077611792552,0.4410668339574,5,0.702
1,1,-0.8218063945472,0.617677513527427,5,0.62
0,0,-0.790513743252914,0.309712641027207,5,0.244
0,0,-0.788605658040518,0.323589194422003,5,0.336
0,0,-0.730218153577434,0.282117222344408,5,0.46
1,1,-0.884718792481587,0.222826494203036,7,0.456
1,1,-0.693364787819957,0.402433247801491,4,0.524
1,1,-0.658419515073568,0.401487119160937,5,0.522
1,1,-0.978324154778296,0.290474692002625,5,0.376
1,1,-0.951229297710151,0.400698678627126,5,0.582
1,1,-0.909905557838426,0.106925735735212,8,0.448
0,1,-0.782445256645363,0.484746439529636,8,0.576
1,1,-0.767126036092402,0.471816014775395,8,0.464
1,1,-0.825349986383668,0.440909145850658,6,0.47
0,0,-0.967911444999073,0.0211434056583381,5,0.534
0,0,-0.939181083906421,0.14682082674521,5,0.796
0,0,-0.770015422939634,0.503826700447476,2,0.692
0,0,-0.745646411544721,0.413786791488111,5,0.214
0,0,-0.782009123885217,0.575259412809278,1,0.456
0,0,-0.782717841732598,0.528741421315406,3,0.552
0,0,-0.786643050871502,0.559175225919865,7,0.318
0,1,-0.764454711076005,0.49468079025545,7,0.382
0,0,-0.667850929716865,0.345507841261504,10,0.54
1,1,-0.860186228214638,0.270605990550997,10,0.548
0,0,-0.926042527154184,0.200434783043259,1,0.158
0,0,-0.871144101669423,0.294574582778373,5,0.524
0,0,-0.790077611792552,0.4410668339574,5,0.702
0,1,-0.773559016075883,0.279278836422748,9,0.5
1,1,-0.747990632116827,0.436178502647889,10,0.398
1,1,-0.957389697805524,-0.192839355213558,5,0.754
1,1,-0.907234235421592,0.136255723592377,4,0.56
1,1,-0.728746205024528,0.429870978377523,5,0.474
1,1,-0.719587376768249,0.441382210170935,5,0.572
1,1,-0.693473825234283,0.39707185217168,8,0.348
1,1,-0.728146524591475,0.506034333942093,5,0.616
1,1,-0.920645370762156,0.0211434056583381,5,0.526
0,0,-0.93999883916813,0.525429971073444,4,0.596
0,0,-0.916938226053651,0.0485811362343953,5,0.684
0,0,-0.875287380437853,0.160224315819728,5,0.63
0,0,-0.881120694285884,0.567375007471339,4,0.632
0,0,-0.863402728604635,0.547821682233222,5,0.564
1,1,-0.826058702931266,0.458254837594133,8,0.566
1,1,-0.850209652495343,-0.178647425605253,6,0.872
0,0,-0.765926670027168,0.253260298807522,7,0.448
0,1,-0.727928452362383,0.22960708279368,5,0.492
1,1,-0.907397779195155,0.339515693204648,7,0.614
0,0,-0.890115951473179,0.2695021738037,2,0.574
1,1,-0.93999883916813,0.525429971073444,4,0.596
1,1,-0.859041375007549,0.571001833926787,2,0.902
1,1,-0.850863854885015,0.496099983216304,5,0.532
1,1,-0.813465325451975,0.497992240497412,5,0.458
1,1,-0.701542309242272,0.43901688856955,5,0.466
1,1,-0.701596823400199,0.442486026918232,5,0.682
1,1,-0.689221514250653,0.413471415274602,5,0.686
0,0,-0.729836536274998,0.51234185821246,5,0.398
0,0,-0.704540734803614,0.430501730804567,5,0.364
0,0,-0.665125082743849,0.379883848534946,5,0.538
0,0,-0.817499562906732,0.279278836422748,9,0.544
0,0,-0.79313055151182,0.436178502647889,10,0.388
0,0,-0.754805232002309,0.37042256212941,5,0.398
0,0,-0.752024876070494,0.368214928634792,7,0.662
0,0,-0.716916053051634,0.367899552421258,11,0.626
0,0,-0.737359860506771,0.463458545117178,5,0.506
0,0,-0.729836536274998,0.51234185821246,5,0.398
0,0,-0.704540734803614,0.430501730804567,5,0.364
1,1,-0.733053036664995,0.380672289068732,5,0.556
1,1,-0.809485587857542,-0.166820817598332,4,0.856
1,0,-0.963004936824899,0.398964109452785,5,0.718
1,1,-0.884228146863298,0.573524843634914,6,0.524
0,0,-0.900201567206366,0.586139892175646,5,0.642
0,0,-0.901891593187492,0.623827349691049,7,0.58
0,0,-0.849828041691817,0.548137058446732,5,0.642
1,1,-0.706176241427685,0.459989406768474,7,0.568
0,0,-0.728255552907327,0.257517877690013,9,0.352
0,0,-0.652967835425139,0.400067926200083,7,0.376
1,1,-0.938799469203549,-0.00992115137316517,4,0.93
0,0,-0.767180543751419,0.479858108220125,4,0.138
0,0,-0.693146715590865,0.420252003865219,8,0.46
0,0,-0.662508266686251,0.349134667716951,2,0.542
0,0,-0.88308328845708,0.00978986197169361,10,0.656
1,1,-0.829547780609808,0.0334430779855364,10,0.708
1,1,-0.88586364178933,0.136255723592377,4,0.622
1,1,-0.934656189135337,0.536625826653321,5,0.544
1,1,-0.900637703865856,0.0638768825900206,5,0.336
0,0,-0.854952609097263,0.493103909187852,5,0.364
0,0,-0.831128763977477,0.541671846069623,5,0.468
1,1,-0.783590104653324,-0.0460317278209715,7,0.55
1,1,-0.934928771623009,0.323431506315259,5,0.578
1,1,-0.876595791716108,0.436651566968166,7,0.6
1,1,-0.890170473429798,-0.0889228928593978,4,0.926
0,0,-0.71375407721782,0.450685808469704,4,0.546
1,1,-1.00220251600568,0.0764919311307526,5,0.562
0,0,-0.850427726024217,0.136571099805886,5,0.424
0,0,-0.826658389863229,-0.156728778765728,6,0.742
1,1,-0.876432233644943,-0.195204676814918,5,0.68
1,1,-0.870762488266333,-0.0829307448025418,5,0.784
1,1,-0.860077197299221,-0.0441394705398412,5,0.828
1,1,-0.825949674615412,0.622881221050495,7,0.658
1,1,-0.803379712318352,0.557440656745525,7,0.57
1,1,-0.76341888618477,0.499726809671752,5,0.62
1,1,-0.917592429743106,0.292682325497265,7,0.656
1,1,-0.868745359140699,-0.476362571166124,9,0.69
1,1,-0.908051980285045,-0.45633618160773,5,0.762
0,0,-0.76952476822287,0.436651566968166,5,0.578
1,1,-0.76341888618477,0.499726809671752,5,0.62
1,1,-0.913122051729511,0.234337725996425,8,0.364
1,1,-0.786534019956085,-0.00818658219880114,6,0.476
1,1,-0.878013223511523,0.201538599790579,5,0.624
1,0,-0.847919944781382,0.622092780516685,5,0.612
0,0,-0.8218063945472,0.617677513527427,5,0.62
0,0,-0.748045155373228,0.453208818177855,4,0.432
1,1,-0.7490809776649,0.489004018412128,10,0.456
1,1,-0.906089379614939,-0.0969649863041031,2,0.896
1,0,-0.903799679699671,-0.0126018491880842,10,0.756
0,0,-0.889298210509073,0.0632461301629767,5,0.61
0,0,-0.850427726024217,0.136571099805886,5,0.424
0,0,-0.763364373326625,0.612946870324658,5,0.274
0,1,-0.725747778163404,0.562171299948293,5,0.38
0,0,-1.03311354934764,0.181827586445719,5,0.474
0,0,-0.980559340535637,0.398964109452785,5,0.722
0,1,-0.817608599021277,0.697940759867746,9,0.558
0,0,-0.770015424239415,0.642749922502099,5,0.61
1,1,-0.887117537609875,0.278805772102446,4,0.688
1,1,-0.900637703865856,-0.104060951108256,5,0.684
0,1,-0.978324154778296,-0.0843499377633958,5,0.536
1,1,-0.938799469203549,0.0772803716645144,4,0.576
1,1,-0.92696931983022,0.0837455840416467,3,0.694
0,0,-0.915575303217035,0.156912865577814,5,0.48
0,0,-0.913013015614966,0.0731804808887898,5,0.384
0,0,-0.845194104307277,-0.190789409825682,7,0.854
0,0,-0.808068158661692,-0.0455586635006951,5,0.692
1,1,-0.701542309242272,0.43901688856955,5,0.466
1,1,-0.701596823400199,0.442486026918232,5,0.682
1,1,-0.698816470067949,0.414890608235432,5,0.524
1,1,-0.689221514250653,0.413471415274602,5,0.686
0,0,-0.633287258675529,0.415048296342198,5,0.356
0,0,-0.800217736484539,0.416467489303005,9,0.524
0,0,-0.793675721686293,0.424351894640967,3,0.322
0,0,-0.731635590571977,0.2695021738037,5,0.376
1,1,-0.854952609097263,0.493103909187852,5,0.364
1,1,-0.831128763977477,0.541671846069623,5,0.468
1,1,-0.878013223511523,0.239856809733002,5,0.586
0,0,-0.821642842974945,0.567375007471339,4,0.776
0,0,-0.803597778048533,0.547821682233222,5,0.494
1,1,-0.734143370515029,0.402117871587957,5,0.58
1,1,-0.728146524591475,0.506034333942093,5,0.616
1,1,-0.726511016667622,0.408583083965066,3,0.426
1,1,-0.833800087694092,0.286532489333643,5,0.644
1,1,-0.748971941550354,0.472289079095671,3,0.392
1,1,-0.690202808086796,0.412209910420514,5,0.362
1,1,-0.880084868094867,0.577624734410662,5,0.648
1,1,-0.855225204582755,0.593235856979799,5,0.554
1,1,-0.848628665228327,0.290474692002625,7,0.658
1,1,-0.850209652495343,-0.0627466671374045,6,0.78
1,1,-0.888262385617836,0.262879273319801,5,0.672
0,0,-0.771705446321195,0.366638047567194,5,0.326
0,0,-0.767889266797927,0.440909145850658,2,0.336
1,1,-0.876541269759488,-0.0662158054861089,4,0.848
0,0,-0.690093779770943,-0.0755194037849029,7,0.406
0,1,-0.705794624125249,0.0933645585539272,5,0.584
1,1,-0.702196514231508,0.358911330335998,5,0.814
1,1,-0.67079482812246,0.367584176207747,5,0.536
1,1,-0.762110486604554,0.465035426184776,5,0.424
1,0,-0.864438548296743,0.376572398293008,5,0.52
0,0,-0.821642842974945,0.567375007471339,4,0.776
1,1,-0.871035069454223,0.571632586353807,7,0.694
1,0,-0.857351351625988,0.578255486837682,4,0.69
0,0,-0.834345259168347,0.492000092440556,5,0.654
1,1,-0.704322659974958,0.499411433458218,8,0.36
1,1,-0.724657445613152,0.591658975912224,5,0.726
1,1,-0.713045358070657,0.543406415243987,5,0.41
1,1,-0.693364787819957,0.402433247801491,4,0.524
1,1,-0.658419515073568,0.401487119160937,5,0.522
0,0,-0.825786115244466,0.156439801257537,8,0.492
1,1,-0.884718797680715,0.0224049105124257,6,0.628
1,1,-0.876541269759488,0.185139036687657,4,0.626
1,1,-0.679735588048993,0.385245244164758,1,0.6
1,1,-0.651332331400632,0.426401840028843,4,0.498
1,1,-0.913122051729511,0.295363023312159,8,0.466
0,0,-0.800217736484539,0.714971075397712,9,0.326
0,0,-0.77786584641657,0.675391360601201,7,0.354
0,0,-0.736215003400334,0.37042256212941,5,0.366
0,0,-0.733870784128011,0.368214928634792,7,0.626
1,1,-0.928059656279819,0.0954145039418023,2,0.42
1,1,-0.793403141798185,0.644957555996739,12,0.472
0,0,-0.980014176860075,0.112760195685302,10,0.586
0,0,-0.800217736484539,0.416467489303005,9,0.524
0,0,-0.793675721686293,0.424351894640967,3,0.322
1,1,-0.731635590571977,0.2695021738037,5,0.376
0,0,-0.762110486604554,0.465035426184776,5,0.424
1,1,-0.907070683849338,-0.00266749846224525,3,0.85
0,0,-0.767180543751419,0.479858108220125,4,0.138
0,0,-0.980014176860075,0.103141221172998,10,0.734
0,1,-0.946322788236194,0.317439358258403,5,0.73
1,1,-1.07383760878631,-0.594313275021815,7,0.562
1,0,-1.07252920010762,-0.548583724061722,13,0.46
1,1,-0.884991378868605,-0.0983841792649345,6,0.722
0,0,-0.898347994852114,0.541041093642579,1,0.228
1,1,-0.901455452628655,0.248056591284452,10,0.484
0,0,-0.937545579881914,-0.0345204960275608,5,0.564
0,0,-0.930512914266252,-0.0465047921412243,5,0.64
0,0,-0.902109653718545,0.107083423841979,5,0.762
1,1,-0.864438548296743,0.153759103442619,5,0.626
1,1,-0.619494509931876,0.32579682791662,5,0.416
1,1,-0.940598523500529,0.428609473523459,5,0.496
1,1,-0.915902406361544,0.483327246568805,5,0.686
1,1,-0.690093779770943,-0.132444810324866,7,0.416
1,1,-0.705794624125249,0.0219318461921493,5,0.696
1,1,-0.689221514250653,0.413471415274602,5,0.686
1,1,-0.707212061119793,0.420252003865219,8,0.5
0,0,-0.821751875190145,0.51659943709495,7,0.728
0,0,-0.745155759427522,0.434916997793825,8,0.542
0,0,-0.697180967343224,0.310816457774527,5,0.346
1,1,-0.944087597279724,0.173785493000989,5,0.604
1,1,-0.922444423759353,0.526533787820765,5,0.548
1,1,-0.724657445613152,0.591658975912224,5,0.726
1,1,-0.713045358070657,0.543406415243987,5,0.41
1,1,-0.693364787819957,0.402433247801491,4,0.524
1,1,-0.658419515073568,0.401487119160937,5,0.522
0,0,-0.940762073773001,0.084849400788968,6,0.618
0,1,-0.896603457312625,0.228503266046359,5,0.67
0,0,-0.9753257331163,-0.00582126059744064,5,0.534
0,0,-0.963604617257952,0.0757034905969414,7,0.59
1,1,-0.690093779770943,-0.132444810324866,7,0.416
1,1,-0.705794624125249,0.0219318461921493,5,0.696
1,1,-0.702196514231508,0.282274910451176,5,0.788
1,1,-0.701542309242272,0.43901688856955,5,0.466
1,1,-0.701596823400199,0.442486026918232,5,0.682
1,1,-0.689221514250653,0.413471415274602,5,0.686
0,0,-0.960333609208938,0.195704139840514,7,0.562
1,1,-0.931766798388758,0.398648733239253,8,0.572
0,0,-0.767180543751419,0.479858108220125,4,0.138
1,1,-0.968184028786528,0.0693959663265764,3,0.474
1,1,-0.948612492050809,0.107083423841979,5,0.748
1,1,-0.766962489719275,0.52385309000587,4,0.544
1,1,-0.753932970381366,0.46566617861182,2,0.408
1,0,-0.731962695016268,0.499726809671752,5,0.518
1,1,-0.847265741091928,0.0449543097789472,5,0.732
1,1,-0.810139795446343,0.168266409264434,7,0.682
1,1,-0.875287380437853,0.160224315819728,5,0.63
1,1,-0.887117537609875,0.278805772102446,4,0.688
1,1,-0.869781195729972,0.343142519660097,5,0.49
1,1,-0.978324154778296,-0.0843499377633958,5,0.536
1,1,-0.951229297710151,0.0388044736153475,5,0.726
0,0,-0.946976988026301,0.425771087601799,9,0.334
1,1,-0.884718797680715,0.212103702943436,6,0.49
1,1,-0.890279505644997,0.459674030554964,8,0.452
0,0,-0.76341888618477,0.637230838765544,5,0.276
1,1,-0.966439491247039,0.0772803716645144,4,0.492
1,0,-0.704322659974958,0.499411433458218,8,0.36
0,0,-0.767126036092402,0.471816014775395,8,0.464
1,1,-0.762001460888265,0.338569564564095,5,0.514
1,1,-0.733053036664995,0.380672289068732,5,0.556
1,1,-0.899656400931239,0.391395080328356,8,0.69
0,0,-0.854952609097263,0.493103909187852,5,0.364
0,0,-0.932366481421376,0.0919453655930969,5,0.368
0,0,-0.947849260045501,0.444220596092596,2,0.746
0,0,-0.698489370822786,0.406060074256939,7,0.33
1,0,-0.829329718778972,0.120644601023241,10,0.548
1,1,-0.900746732181711,0.123325298838135,10,0.49
0,0,-0.917592429743106,0.292682325497265,7,0.656
0,0,-0.727928452362383,0.380514600961989,5,0.46
1,1,-0.906198409230575,0.212103702943436,6,0.438
1,1,-0.734143370515029,0.402117871587957,5,0.58
1,1,-0.901455452628655,0.248056591284452,10,0.484
0,0,-0.889298210509073,0.0632461301629767,5,0.61
0,0,-1.00416512577426,0.262721585213058,7,0.344
1,1,-0.76031142970801,0.640699977114225,2,0.468
1,1,-0.76347340294226,0.593235856979799,3,0.58
0,0,-0.703722983441252,0.463773921330713,5,0.648
0,0,-0.827639691498064,0.556179151891462,5,0.628
1,1,-0.942670161584962,0.34550784126148,4,0.55
1,1,-0.924843163688513,0.30671656699878,2,0.544
0,1,-0.882919735585044,-0.0939689122756988,8,0.828
0,0,-0.846338957514367,0.550187003834606,7,0.64
0,0,-0.820225407280184,0.545771736845348,3,0.624
1,1,-0.82736710771061,0.363326597325256,2,0.438
1,1,-0.805887481863148,0.424667270854502,5,0.558
1,1,-1.00220251600568,-0.146952116146681,5,0.652
1,1,-0.715335061885272,0.251368041526414,5,0.576
1,1,-0.697780651675623,0.200907847363535,3,0.802
1,1,-0.80321616204588,0.614208375178745,10,0.626
1,1,-0.979359971870839,0.416309801196262,10,0.816
1,1,-0.971673099966158,0.419148187117923,11,0.784
1,1,-0.849882551950398,0.532841312091107,5,0.606
1,1,-0.82578612434294,0.548925498980519,5,0.514
0,0,-0.707212061119793,0.420252003865219,8,0.5
0,0,-0.869236015157243,0.444693660412872,4,0.462
0,0,-0.786534019956085,0.403852440762297,7,0.428
0,0,-0.748699353863554,0.380514600961989,5,0.468
1,1,-0.940762073773001,0.084849400788968,6,0.618
1,1,-0.896603457312625,0.228503266046359,5,0.67
0,0,-0.890170473429798,0.253575675021031,4,0.652
1,1,-0.822733179424544,0.0627730658427003,5,0.62
0,0,-0.914757547955327,0.211315262409627,5,0.51
0,0,-0.896167316753789,0.22960708279368,5,0.518
0,0,-0.841159852554917,0.178831512417291,9,0.626
0,0,-0.799399982522612,0.242537507547897,5,0.526
1,1,-0.763364373326625,0.462985480796902,5,0.502
0,0,-0.832110068211876,0.470869886134842,1,0.226
0,0,-0.803379711018569,0.49657304753658,6,0.526
0,0,-0.776175825634572,0.338569564564118,5,0.506
1,1,-0.781245890580129,0.031393132597686,5,0.512
1,1,-0.762274035577244,0.372472507517259,5,0.422
1,0,-0.663871190822651,0.441382210170934,8,0.34
0,0,-0.787297249361828,0.3920258327554,6,0.352
1,1,-0.860622366173911,0.610266172509764,10,0.592
0,0,-0.785770782751649,0.755812295048263,12,0.484
1,1,-0.883246838729553,0.352603806065657,5,0.57
0,0,-0.937545579881914,-0.0345204960275608,5,0.564
0,0,-0.930512914266252,-0.0465047921412243,5,0.64
0,0,-0.956408397470471,0.463616233223946,3,0.6
0,0,-0.954282243928328,0.503195948020433,4,0.676
0,0,-0.946050205748521,0.537414267187131,5,0.47
0,1,-0.922444423759353,0.526533787820765,5,0.548
0,0,-0.888262385617836,0.262879273319801,5,0.672
1,1,-0.871089600509315,0.363326597325256,2,0.548
1,1,-0.752024876070494,0.368214928634792,7,0.662
1,0,-0.716916053051634,0.367899552421258,11,0.626
0,0,-0.777429712356642,0.403221688335254,6,0.312
0,0,-0.801471616707699,-0.185585702302638,6,0.836
1,1,-0.743956392062506,0.251368041526414,5,0.418
0,0,-0.767834760438693,0.4691353169605,5,0.492
1,1,-0.651168770729904,0.38224917013633,5,0.508
1,1,-0.785552714421903,0.482538806035019,7,0.358
1,1,-0.938799469203549,-0.00992115137316517,4,0.93
1,1,-0.697780651675623,0.200907847363535,3,0.802
1,1,-0.675483282264491,0.272813624045639,5,0.586
1,1,-0.652095575103978,0.205796178673071,2,0.866
0,0,-0.856042949446208,0.0618269372021465,2,0.294
0,0,-0.847156711476293,0.0632461301629767,5,0.746
1,1,-0.765926670027168,0.253260298807522,7,0.448
1,1,-0.727928452362383,0.22960708279368,5,0.492
1,1,-0.868418262495099,0.187662046395785,4,0.71
0,0,-0.73152656615547,0.547663994126479,5,0.522
0,0,-0.737359860506771,0.515968684667931,5,0.416
0,0,-0.665125082743849,0.463773921330713,5,0.654
1,1,-0.717134120081597,0.258779382544075,5,0.472
0,1,-0.921081507421647,0.425771087601799,9,0.348
0,0,-0.767889266797927,0.620200523235577,7,0.23
0,0,-0.703722983441252,0.463773921330713,5,0.648
0,0,-0.964422369920096,0.316966293938127,5,0.652
