"initial","final","env1","env2","interval","prevalence1"
1,1,-0.827912283084211,0.0657691398711283,5,0.684
1,1,-0.964531403435078,-0.133075562751886,3,0.852
0,0,-0.156101634533089,0.0512618340493121,5,0.004
1,1,-1.10763802702583,0.076491931130729,3,0.908
0,0,-1.04745146891566,-1.49723537432353,5,0.674
0,0,-0.150050252355313,0.0113667430392924,10,0
0,0,-0.717679282457377,-1.86133721282994,5,0.068
1,1,-0.869999260160372,0.442012962597979,4,0.628
0,0,-1.84901212119498,-1.06312001641616,9,0.006
1,1,-0.740085691882402,-0.792842601431326,5,0.348
1,1,-1.93503964313201,0.102983533066231,12,0.566
0,0,-0.337588095690624,-1.0683237239392,5,0
0,0,-0.717406703869051,-1.81450384512253,5,0.142
0,0,-0.221303744080784,-1.05287028947683,5,0
1,1,-1.07383760163751,1.1793625498028,10,0.728
1,1,-1.71458534698849,0.0973292880953179,10,0.786
0,0,-0.370461714755195,-1.27426439136638,5,0.002
0,0,0.459938312614724,-0.570660059007974,2,0
1,1,-1.19448330424487,-0.245980247191306,10,0.51
0,0,0.0310545772021835,-0.188581776331042,5,0
0,0,-0.685284620721233,-0.179334495213259,5,0.644
0,0,0.352598914728115,-0.228367698651777,5,0
1,1,-1.18608771433034,-0.506638687663842,13,0.496
0,0,-0.19188803540725,-0.871709181683192,5,0
0,0,0.606588528041941,-0.145217546972339,5,0
1,1,-0.491220357279575,-1.51625931806038,5,0.192
0,0,-0.737359860506771,0.515968684667931,5,0.416
1,1,-1.1563215376074,0.216045905612419,8,0.894
1,1,-0.842673754972122,0.257093332787193,5,0.442
1,1,-0.65672950079048,-0.117779816396284,5,0.386
0,0,-1.15479506482325,-0.281617759318836,9,0.516
0,0,0.216793350643128,-0.699964306550307,5,0
1,1,-0.949157662225281,0.2245610633774,12,0.442
1,1,-1.42446246615483,0.215347572568196,8,0.814
1,1,-0.709011118016336,-0.300540332129886,5,0.28
1,1,-1.19350200098531,0.155493672616983,7,0.718
0,0,-0.843449565468006,-0.67126507112018,9,0.578
1,1,-1.03589390462956,-0.00944808705288876,5,0.676
0,0,-0.300789244091073,0.350711548784549,5,0.004
0,0,-0.599486837836447,-1.34885086586337,5,0.394
0,0,-0.606137900447277,1.20948097819375,4,0.578
0,0,-0.276529254513105,-0.949584579549719,5,0.002
0,0,-1.28945158507267,-0.550791357556347,12,0.492
1,1,-1.20571376668624,-0.265533572429423,10,0.444
0,0,0.304892513934352,-0.690503020144772,5,0
1,1,-1.20320599161737,-0.502065732567833,12,0.632
0,0,-0.598614582714414,1.20333114203017,3,0.156
1,1,-0.604774969811967,-0.492131381842026,8,0.208
0,0,-0.845248627563678,0.735470529276358,5,0.508
1,1,-1.36152280785141,-0.363930951047004,6,0.788
0,0,-0.458342821414714,-1.29460615713829,5,0
0,0,-0.638139256591122,0.804380231930034,5,0.1
0,0,-1.03763844216905,-0.453340107579319,12,0.584
0,0,-0.101723209843728,0.520359691948449,5,0.002
1,1,-0.650233606557775,-1.53215722504345,5,0.334
0,0,-1.04886890396053,-0.496704336938028,10,0.558
1,1,-0.704595251561105,-1.6755806230679,5,0.528
1,1,-0.936891381391588,-0.076150156211922,5,0.85
1,1,-0.687258907081637,0.30403586918391,12,0.498
0,0,-0.00329101641093374,0.133101961457205,5,0
0,0,0.500989463499868,0.500515250205539,5,0
1,1,-0.538440606044323,-1.33764288042911,5,0.702
1,1,-0.883238456035338,0.00834640930214766,5,0.716
0,0,-0.905489699181886,-1.99931430624401,5,0.444
1,1,-0.685241788354259,-1.85329511938523,10,0.03
0,0,-0.773177396173883,-1.74496339004184,5,0.22
0,0,-0.328265708063399,-1.47878586583274,5,0.024
0,0,-0.518256793787758,-2.13366457320263,5,0.002
1,1,-1.20805798969544,-0.911108681500535,10,0.286
0,0,0.54296320606556,0.660156263517427,5,0
0,0,0.236092300991831,-0.114626054261113,6,0
0,0,-0.700288426419547,0.244114388615494,3,0.42
0,0,-0.569751832694933,-0.586992041493722,6,0.202
0,0,-0.927950618865491,0.428924849736969,6,0.664
1,1,-1.0398862116161,0.143460857085814,5,0.776
1,1,-1.06293424169076,-0.465955156120034,7,0.706
0,0,0.161186206011206,0.0870570342835859,4,0
0,0,-0.590546089607951,0.109606433550107,5,0.462
1,1,-1.15997416295885,-0.506954063877359,10,0.462
0,0,-0.581671530550901,-1.4070828310022,5,0.3
0,0,-0.564021564594608,-1.98278131474306,5,0.002
1,1,-1.12666439131246,-0.0498162423831634,12,0.66
1,1,-1.17442111652926,-0.900385890240927,6,0.362
0,0,-0.30531413366303,-1.20283167900458,5,0
0,0,-0.233885448032022,0.0250630814549111,5,0.002
1,1,-0.751643256168495,-0.05864677636168,5,0.464
0,0,-0.559853120046502,-1.23878456734562,5,0.022
0,0,0.026529687630227,-0.789058086869111,5,0
0,0,0.133164558866589,-1.20330474332486,5,0.004
1,1,-1.00034894690088,-0.504904118489494,9,0.69
0,0,-0.172020543317796,-1.11531477975337,5,0
1,1,-1.71728003501306,-0.0539837137760909,10,0.672
1,1,-1.07122079597817,0.374995517225435,11,0.742
1,1,-1.16264548862513,-0.976076181485221,9,0.322
0,0,-0.420394931709884,0.101443041561745,5,0.482
0,0,-0.588026643192806,-1.6509812784135,5,0.1
0,0,-0.409332205738961,0.070657471180663,5,0.626
0,0,-0.533085372621775,-1.64041617526065,10,0.436
0,0,-0.637594103313815,-0.112733796979981,10,0.564
0,0,-0.924952193304149,-0.0360973770951585,8,0.828
0,0,-1.04917653646314,-0.339951095383436,13,0.452
0,0,-2.11859773912452,-0.604878378174664,12,0.34
0,0,0.595813684507166,-0.178016673178209,5,0
0,0,-0.267152380023376,-0.560410332068634,5,0
0,0,-1.27462301476847,-1.15442143022959,6,0.504
1,1,-0.864602088170959,0.33305048082754,12,0.512
1,1,-1.09809758341679,0.281486469917364,10,0.776
0,0,-0.71173696368957,-0.164140119783413,5,0.342
0,0,0.15164575915271,0.345507841261481,6,0
0,0,-0.632469519011205,-1.58900985245724,5,0.042
1,1,-1.14956145058006,0.0900531083119902,8,0.824
0,0,-0.56197927748799,-0.0854537545106923,5,0.306
1,1,-1.09809758666624,-0.310474682855722,11,0.578
0,0,-0.809213018367691,-0.132917874645142,5,0.604
0,0,-1.28166346954697,-0.0108560165775265,9,0.926
1,1,-0.679190425673213,0.233706973569405,6,0.46
1,1,-0.759195936177277,-1.45248834156709,10,0.608
0,0,-0.75698590750107,-0.204665963220455,5,0.454
0,0,-0.119750605190487,-0.898076885820528,5,0
0,0,-0.801362596190538,-1.35452763770669,5,0.236
0,0,0.0025967959976393,-1.49534311704242,5,0
0,0,-0.979905145944657,-0.330974136734369,5,0.714
1,1,-0.852134517393772,2.29951821094651,5,0.9
0,0,0.39081099652769,0.102352780639187,5,0
0,0,-0.900365116179056,-0.586271181577109,9,0.462
0,0,-0.620530323125072,-1.56409513158932,5,0.004
0,0,-0.881720369519809,-1.86054877229614,5,0.228
0,0,-1.04587047839919,-0.564194846630855,7,0.378
0,0,-1.11739652986614,-1.67731519224225,9,0.352
0,0,0.146750911508769,-0.718030858210405,5,0
0,0,-0.439152904580994,-1.58459458546799,5,0.588
0,0,-0.620693894194058,-1.59784038643574,5,0.362
0,0,-0.382346391284271,0.725851554764078,5,0.122
0,0,-1.22768404128975,-0.365034767794318,12,0.612
1,1,-2.01932262884964,-0.729136606300713,12,0.27
0,0,-0.462322546011325,0.3358888667492,5,0.394
0,0,-0.196498594169549,-0.238613959918413,5,0
1,1,-0.88902562152249,-0.259541424372567,5,0.616
0,0,-0.610226655959306,0.186715917755255,3,0.46
0,0,-0.16563785789987,-1.31354085980373,5,0.006
0,0,-1.09651659355021,0.00915910954465087,6,0.51
0,0,-0.680401468701639,-1.92395065464943,10,0.054
0,0,0.589470263590262,-0.74443235265633,5,0
0,0,-1.71039145226074,0.0799948597880348,10,0.772
0,0,-0.844648939331933,0.0282393704624906,4,0.406
0,0,-0.192573372589875,-1.12051848727641,5,0
1,1,-0.904944522508504,-0.24724175204537,5,0.542
1,1,-1.02242825513107,-0.591632577206912,15,0.474
1,1,-0.960262317389641,-1.61713898473216,5,0.752
0,0,-0.762144037278075,0.382018702903365,5,0.688
0,0,-0.762819205751716,0.548137058446732,5,0.558
0,0,-1.06293424169076,-0.465955156120034,7,0.706
0,0,-0.917428882070198,-0.339173918285842,5,0.696
1,1,-1.02247498020595,0.0388833176687193,5,0.762
1,1,-1.23945967141772,-0.328293438919475,7,0.542
0,0,-0.843944114331718,-2.3615464143417,5,0.04
1,1,-0.484183793060569,0.562013611841527,5,0.52
1,1,-0.988137180225118,-0.19047403361215,8,0.914
0,0,-1.01243610068863,0.160415794235097,5,0.606
0,0,0.731093225920906,-0.0352300925079765,4,0
0,0,-0.075798371462398,-0.0815115518417105,5,0
0,0,-1.39963005724398,-1.17965152731102,6,0.096
0,0,-1.33447078804183,0.158895230348485,8,0.618
0,0,-1.2585950727328,-0.768085568670172,8,0.228
0,0,-1.04875987499478,0.0405390427897126,13,0.798
0,0,-0.943160816301726,-2.46701723089104,5,0.026
1,1,-0.634813735683963,0.344719400727693,3,0.674
0,0,0.85001866778897,0.138245019708399,5,0
0,0,-0.829874877255406,-0.268529646457827,3,0.46
1,1,-1.17987279763995,-0.143009913477723,7,0.916
1,1,-0.859641064539077,0.407479267217769,5,0.742
0,0,0.475203009911288,0.349607732037229,3,0
0,0,-1.47742554317427,-0.878467243401434,5,0.368
0,0,-0.41587422963568,0.413629103381368,5,0.024
0,0,-0.530799557197931,0.408132546517198,5,0.212
0,0,0.215703010294188,-0.860806175444431,5,0
0,0,-0.313818763428984,-1.18075534405833,5,0.006
0,0,-0.657765311384114,-1.39111127847476,5,0.362
1,1,-0.853928481780047,-2.21263252438027,10,0.276
0,0,-0.421707544783493,0.416309801196262,5,0.78
0,0,-0.274403110069437,-1.37297714619749,5,0.01
0,0,-1.74706568506088,-1.06138544724181,9,0.02
0,0,-2.00198628566995,-0.535653299307495,12,0.712
0,0,-0.357977370790886,-0.314889949844957,10,0
0,0,-0.612952493833848,-1.71594877839819,5,0.034
1,1,-1.13249769622449,-1.60477866313313,9,0.43
1,1,-0.633559846362328,-0.215546442586822,5,0.666
1,1,-0.769470259264072,-0.322616667076153,5,0.52
0,0,-0.375259202412207,0.297097592486501,5,0.43
0,0,-1.77062473167991,-0.414391145209859,10,0.564
1,1,-1.6902591679562,-0.541487759257567,5,0.906
0,0,-0.871907341473422,0.506349710155603,7,0.656
1,1,-0.934220056375192,-1.88830187908571,5,0.844
1,1,-0.917047258268851,-0.524142067514084,3,0.404
1,1,-1.01588623448381,-0.0726810178632176,10,0.726
1,1,-0.532158591643777,0.0555194129317804,5,0.65
0,0,0.0217321973736498,-0.242038044522325,5,0
0,0,-0.138475930979399,0.329799679857429,5,0
0,0,-0.839687911800703,0.238122240558663,8,0.324
0,0,-0.12715320381091,-0.708164088101773,5,0
1,1,-0.760940469017553,-1.34597609037861,5,0.502
1,1,-0.969601467080853,-1.84777603564867,5,0.45
0,0,-0.254995121006626,-1.08740398485703,5,0
1,1,-1.86427682139574,-0.772658523766182,12,0.53
0,0,-0.412930316932484,-1.22143887560214,5,0
0,0,-0.441987778570081,-1.73140221286057,5,0.216
0,0,-0.520382953828811,-0.186847207156702,14,0.14
0,0,-0.815973096296554,-2.03920939725402,5,0.286
1,1,-0.974344427582119,0.126952125293582,5,0.668
0,0,-1.12006785618232,-0.614970417007237,7,0.306
0,0,-0.550585263474369,0.0252432964340863,5,0.438
0,0,-0.71315439288542,-1.36966569595555,5,0.202
0,0,0.241623642580882,-0.712664264071585,5,0
0,0,-0.145307303552085,-0.0629043552441719,5,0
1,1,-1.96985252400385,-0.510468255970834,10,0.524
0,0,-0.538549634660126,0.145959607085225,5,0.516
0,0,-0.410422551287034,-1.25707638772966,5,0.002
0,0,0.651510385806066,0.216094425029876,5,0
0,0,-0.729291368700089,0.433182428619461,1,0.152
0,0,-0.625853503722908,-1.62081779627776,5,0.46
1,1,-1.04510724899344,-0.754839767702423,7,0.732
0,0,-0.325730693973251,-1.5042637585105,5,0.008
0,0,0.54182256295243,0.00726685226356784,5,0
1,1,-1.18090861668216,0.489319394625638,12,0.794
0,0,0.37859924804888,-0.676941842963502,5,0
0,0,-0.112060439081105,-0.460326903694186,5,0.004
1,1,-1.02471796154525,-0.0889228928593978,4,0.638
1,1,-1.3546536911272,0.57778242251743,7,0.916
1,1,-0.805614903274822,0.494838478362216,7,0.608
0,0,0.0369423662146797,-0.320251345474769,5,0.002
0,0,0.215208170479261,-0.448330477726119,5,0
0,0,0.490849328409625,-0.435836727729067,5,0
1,1,-1.56775989812263,-1.22553876637787,11,0.094
0,0,-0.863838852266305,-1.99332215818717,5,0.322
0,0,-0.794711538778837,-0.252760835781948,11,0.444
1,1,-0.892896316503467,-0.0122864729745493,8,0.53
1,1,-1.20822153757144,-0.494654391550171,12,0.534
1,1,-0.993152724513838,0.115125517286685,5,0.762
1,1,-1.18532448086278,-0.215073378266544,9,0.69
0,0,-0.273094702690529,0.0991990185040394,5,0.016
0,0,0.299440812189631,0.0340738304125791,6,0.006
0,0,-0.44084293056212,-1.31289797752233,5,0.002
1,1,-1.15403183054333,-0.423379367295119,12,0.546
1,1,-1.90036305923697,-0.895790408272524,10,0.456
1,1,-1.92364562586893,-0.650134864814479,8,0.38
1,1,-1.00743223846939,-0.0106420112897735,5,0.75
0,0,0.308327057958242,-0.322932043289663,5,0
1,1,-0.713263430299748,0.743039558400788,5,0.352
0,0,-0.512096401491077,0.0309200682773859,4,0.256
1,1,-1.13898519215309,-0.38017282604316,12,0.548
1,1,-1.20053466995197,-0.421644798120771,12,0.538
1,1,-1.37809591845713,-0.252603147675182,7,0.62
0,0,-0.389869714216261,-0.223273159818017,5,0.006
1,1,-0.914757553154455,0.132313520923418,5,0.794
0,0,-0.697180967343224,0.310816457774527,5,0.346
0,0,-0.669050298381663,-0.434259846661486,8,0.302
0,0,0.617542222297588,-0.0452190275784447,5,0
0,0,0.261555540012356,0.497935923316425,5,0
0,0,0.523559434895398,0.466454619145606,5,0.004
0,0,0.357719284437514,-0.265848948642933,6,0.002
0,0,-0.513731901616237,0.147609267279019,5,0.586
0,0,-0.73152656615547,0.547663994126479,5,0.522
1,1,-0.782445256645363,0.63518089337767,8,0.576
0,0,0.341800375652811,-0.066846557913129,5,0.004
1,1,-1.10496670590878,0.0184627078434449,3,0.782
1,1,-1.34565841698181,-0.247399440152137,7,0.598
0,0,-0.796510591776033,-1.33150517411988,5,0.422
1,1,-0.865092742887723,-2.06033960355973,5,0.294
1,1,-0.343148797155996,0.576948928238849,5,0.804
1,1,-0.69707193252846,-1.06580071423106,7,0.326
0,0,-0.845793786040112,-0.321985914649133,11,0.432
0,0,-0.679790110005612,0.353707622812953,4,0.318
0,0,-0.752348079590403,0.284471280509576,6,0.616
0,0,-0.853031943394625,-2.0832286387485,5,0.276
0,0,-1.83385644666989,-1.27047987680417,9,0.016
1,1,-0.859586546481803,-0.37938438550938,5,0.668
0,0,0.0291464919897865,-1.04955883923489,5,0.002
0,0,-1.42487133972387,-0.489923748347393,7,0.286
1,1,-0.69603610503766,0.0570962939994018,4,0.352
0,0,-0.607228232997529,0.159435875285941,3,0.332
1,1,-0.946377299794557,-0.194258548174364,5,0.728
1,1,-0.643411817920711,-1.62038978570227,5,0.724
0,0,-0.319103004785535,-1.16798260741086,5,0
1,1,-1.04401690929439,-0.0119710967610403,11,0.804
1,1,-0.949975412287862,-1.57355641799486,5,0.532
1,1,-0.402653896911633,0.219976844845183,5,0.638
1,1,-0.856751668593371,0.123956051265178,10,0.45
0,0,-0.786970157915358,-1.23610386953072,5,0.54
0,0,-0.528615001107092,-1.68535728568696,5,0.35
1,1,-0.623528744787068,0.377203150720051,3,0.77
1,1,-0.592672239250748,0.307031943212314,3,0.818
1,1,-0.788769213512118,0.30545506214474,5,0.674
0,0,-0.456434736202317,-1.3133710418426,5,0.046
1,1,-1.43413919945407,0.208792252701475,14,0.78
0,0,-0.706721411602157,0.363168909218514,3,0.622
0,0,0.250702823194143,-0.752947510421313,5,0
1,1,-1.10065987361842,0.261617768465738,10,0.772
1,1,-0.86236689721449,0.532052871557319,7,0.734
0,0,-0.266389135020248,0.303878181077142,5,0.01
1,1,-0.875778040353745,0.471973702882162,3,0.58
0,0,-0.87305219338073,-0.431736836953351,9,0.72
1,1,-0.943651459320451,-1.82238825046048,5,0.634
0,0,-0.205112237211021,-0.958257425421459,5,0
1,1,-0.870707972808624,0.0914723012728194,10,0.616
0,0,-0.565304808793405,-0.0167017399638087,6,0.466
1,1,-0.964040750018096,0.618308265954471,5,0.7
0,0,-0.772305126754248,-1.73644823227685,5,0.134
0,0,-0.663107957517561,-1.67841900898956,5,0.136
0,0,-1.11336229208644,-0.531868784745274,14,0.442
0,0,-0.884119114648098,-0.370238475317353,5,0.714
1,1,-1.2855263759033,-0.258752983838781,10,0.424
0,0,-0.235423590769817,-1.14243713411591,5,0
0,0,0.556215002527394,-0.250553202287307,5,0
0,0,-0.100330946127603,-1.49108553815993,5,0
1,1,-1.39772196947263,1.92349272559826,5,0.982
0,0,-0.0164840899206626,0.724905426123525,5,0
0,0,-0.326303112592421,-0.00944808705288876,5,0
1,1,-0.963768167530424,0.0320238850247298,5,0.69
0,0,0.554252388859467,-0.160986357648243,5,0
0,0,-0.87714095539167,-1.35058543503771,5,0.454
1,1,-0.773831599863337,-1.6129784446846,5,0.542
0,0,-0.288162304440188,-1.20677388167356,5,0
1,1,-1.25183498552269,-0.327031934065412,14,0.65
0,0,-0.274348594611728,-1.07305436714197,5,0
0,0,-0.70192394084231,-1.83815706113637,5,0.076
0,0,-0.173095302251186,0.883562188395417,5,0.002
0,0,0.490631256180536,0.323431506315236,5,0
1,1,-1.8419794526345,-0.39010717676899,6,0.434
0,0,-0.784462377972305,-1.40546089618983,5,0.422
1,1,-0.813687294056213,-2.03222606681185,5,0.474
1,1,-0.980341281304365,-1.88530580505729,5,0.426
0,0,-0.891206295721469,-1.97834178804507,5,0.462
0,0,-0.402618254674582,-2.00789011328083,5,0.016
1,1,-1.01103423851789,0.446743605800746,10,0.592
1,1,-0.979578042800149,-0.537387868481836,7,0.53
0,0,0.174815397983476,-0.373076861239007,5,0
0,0,-0.400850947353606,-1.30652287263479,5,0
1,1,-0.738395676299532,0.246479710216878,6,0.56
0,0,-1.16046481410121,-1.19494727366664,11,0.574
0,0,-0.185486196715631,-1.19573571420043,5,0.006
1,1,-1.05137668000423,0.198069461441898,3,0.764
1,1,-0.819843786078402,-0.540226254403497,9,0.212
1,1,-1.08027058682012,0.195231075520238,10,0.71
1,1,-0.847990035712785,2.10913668099831,5,0.914
0,0,-1.58433300758089,-1.43368706729968,6,0.104
0,0,-0.688730867332582,-1.36871956731499,5,0.414
1,1,-0.661363423877419,0.386349060912055,7,0.37
1,1,-0.616714161798753,-0.220119397682847,5,0.762
1,1,-0.907234235421592,0.136255723592377,4,0.56
0,0,-0.886790437064931,0.0132590003203991,7,0.514
0,0,-0.726729079798239,0.254994867981862,10,0.404
0,0,-0.331482208453395,-1.17744389381639,5,0
1,1,-0.954990959826037,-0.252603147675182,5,0.496
0,0,0.215936655397401,0.189813362709439,4,0
1,1,-1.22141460844098,-0.135440884353294,10,0.618
0,0,-0.554946614471891,-0.700752747084101,11,0.308
0,0,0.480763732173175,-0.490239124560912,5,0
1,1,-1.38829056230308,1.85773678507978,5,0.944
0,0,-0.51351384498453,-1.69182249806407,5,0.388
1,1,-0.872670579977639,-0.0162286756435075,13,0.728
1,1,-0.898947681784077,-0.241407292095305,9,0.404
1,1,-0.677336849419616,-1.24178064137404,5,0.26
0,0,-0.125136092882224,-0.757734470805068,5,0
0,0,-1.30291723749567,0.120329224809731,6,0.432
0,0,-0.582532117158326,-0.084349937763371,5,0.572
1,1,-0.833472992348275,0.265875347348229,11,0.62
1,1,-0.690093779770943,-0.132444810324866,7,0.416
0,0,-1.38044013969944,-0.762093420613332,12,0.216
1,1,-0.660927297616184,0.245060517256048,3,0.688
1,1,-0.677554909950669,-0.0353089365613709,5,0.76
0,0,-0.222612146260563,0.790503678535238,6,0.012
0,0,-0.741176027032218,-1.74070581115934,5,0.196
1,1,-0.910832342715769,-0.167609258132118,6,0.858
0,0,0.479400801537862,0.500042185885262,5,0
1,1,-0.858169105587914,-0.708794840528807,6,0.558
0,0,-0.00808849107012606,-0.149002061534555,5,0
1,1,-1.15021565621919,0.979887094752739,13,0.846
1,1,-0.749571620683625,-1.4032532626952,5,0.17
1,1,-1.75796904633787,0.0119974954663362,13,0.416
0,0,-0.757313006746232,1.2992055109396,4,0.212
0,0,-0.195626313608925,-0.0171748042840851,5,0
1,1,-1.12415661851821,-0.531868784745274,14,0.402
0,0,-0.708738534228882,-0.768874009203965,14,0.314
0,0,-0.634385390846349,-1.52529259389043,5,0.33
1,1,-1.16766103275138,-0.292971303005479,7,0.646
1,1,-0.875614486181927,-0.242984173162878,5,0.692
1,1,-1.16978718808072,-0.496231272617752,12,0.638
0,0,-0.848083498953201,0.27013292623072,4,0.462
1,1,-1.51983962209516,1.40864105703029,7,0.892
0,0,0.0992928591810349,0.937493253743308,5,0
1,1,-0.988300728547918,0.100460523358103,11,0.874
1,1,-1.23738803235845,1.58477867228004,13,0.954
0,0,-0.60313947878528,-1.35279306853234,5,0.188
0,0,-0.127262232126763,-1.07415818388928,5,0
1,1,-0.727072957929567,0.46663656696109,5,0.352
0,0,-1.23264506958257,0.149659212666895,12,0.764
0,0,-0.899492845459639,-2.01208704289149,5,0.43
1,1,-0.87032635030706,-0.0245861453017466,5,0.726
0,0,0.647421622295382,-0.083719185336352,5,0
1,1,-0.838488536636994,0.182458338872739,5,0.586
1,1,-0.975598318203536,-0.203562146473135,5,0.812
1,1,-1.22746597461519,-0.30227490130425,14,0.44
0,0,0.328917641298933,-0.505401442518502,5,0
0,0,0.465444506421085,-0.912527874461365,5,0
1,1,-0.809213014468345,0.128844382574713,3,0.768
0,0,-0.381536429329904,-0.616659932436798,5,0.01
0,0,0.519751629867729,-0.00380770477265455,5,0
0,0,0.575404921960674,-0.120302826104435,5,0
0,0,-0.734688531591027,-1.68031126627067,5,0.372
1,1,-0.44618557279622,0.490738587586492,5,0.654
0,0,-0.82479314017442,-2.27680032039497,5,0.17
0,0,0.251902168462869,-1.21024302002225,5,0
1,1,-0.607827926428403,-1.30548663650465,5,0.75
0,0,0.073048091966344,0.302841944947001,5,0
0,0,-1.24605620511607,-0.296440441354185,14,0.468
0,0,-1.0372023100588,-0.952580653578137,10,0.32
0,0,-0.0680998178596061,0.649372822985975,5,0
0,0,-1.22833824232886,-0.0159132994299975,10,0.656
0,0,0.666120889611465,-0.0577006477211261,9,0
0,0,0.183592592040154,-0.260172176799611,5,0
1,1,-0.940544006743038,0.00695147605003303,5,0.716
0,0,-0.899874460812402,-2.40394198818746,5,0.212
0,0,-0.381344130564294,-1.6224154713814,5,0.256
1,1,-0.38643515199543,0.596231931008227,5,0.744
1,1,-0.75322424993442,-1.41003385128584,5,0.484
0,0,0.368475874547703,-0.469242346653248,5,0
1,1,-1.12710052634722,-0.419437164626137,12,0.588
1,1,-1.34505873234478,1.55119110554039,5,0.97
1,1,-0.928168685895455,0.343930960193907,4,0.45
0,0,-0.977342853793352,0.590555159164903,12,0.734
0,0,-1.6700879507265,-0.740805526200874,13,0.186
0,0,-0.949258904661119,-1.97161751663542,5,0.646
0,0,0.67669325793009,-0.178546054679448,5,0
1,1,-0.379511512096057,0.656468787790127,5,0.628
0,0,-0.78124589187991,-1.4059339605101,5,0.422
0,0,0.550297822443802,0.38871438251344,5,0
0,0,-0.191264975609223,-0.955576727606557,5,0
0,0,0.588870564960261,-0.210815799384077,5,0
1,1,-0.91775597481645,-0.499700410966446,5,0.5
0,0,0.219441309663745,-0.249922449860287,5,0
1,1,-0.904890012249923,-0.486139233785187,5,0.724
1,1,-0.537084565910614,0.467141688753613,5,0.34
1,1,-0.648728095233375,0.0190692005617483,5,0.584
0,0,-0.244309818341476,0.269502173803676,5,0.008
0,0,-1.7114662055482,-0.565929415805205,5,0.79
1,1,-1.47742554441312,-0.800096254342238,5,0.318
0,0,-1.00460125658473,-0.241880356415558,6,0.614
0,0,-0.0879933683504723,-1.18969504672613,5,0
0,0,0.584043726025476,-0.878612801653825,5,0
1,1,-0.955808711188399,-0.395310884292019,11,0.692
0,0,0.180267094529069,-0.299121139169054,6,0
1,1,-0.992498526673404,0.29015931578909,10,0.682
1,1,-1.12595567801431,-1.57797168498411,5,0.536
1,1,-0.560289264504685,0.0381737211883284,5,0.486
1,1,-0.679135899817248,-1.56787964615154,5,0.158
1,1,-0.956735498665307,0.484904127636403,5,0.394
0,0,-1.20909380865642,-0.874998105052736,9,0.354
0,0,-0.136811078976574,-1.43805381487146,5,0.008
0,0,-1.13653193449161,-0.421487110014011,7,0.688
0,0,-0.21285362457341,-1.21670823239937,5,0.004
0,0,-0.420297877328848,0.434781836559468,5,0.796
1,1,-0.916447575236234,-0.149632813961575,9,0.458
0,0,0.602940107485346,0.625840905515813,5,0
1,1,-0.940762071173437,-0.196466181668981,8,0.426
1,1,-0.482166663934935,-0.201827577298793,5,0.674
0,0,-0.812484022517358,-1.54280723717687,10,0.442
1,1,-1.15534023402289,-0.0340474317072844,8,0.732
1,1,-0.602376227283243,0.654734218615787,3,0.602
0,0,-0.869017949427062,-2.53734612650553,5,0.024
0,0,-0.564977700449768,-1.62874725536049,5,0.354
0,0,-0.0291864983153715,0.818414473431571,5,0
0,0,0.0108054787655984,-0.068412175544533,5,0
0,0,-0.627399452765865,-2.0704316423923,5,0
0,0,-0.955481612593127,-0.501592668247554,8,0.436
1,1,-1.87103690744824,-0.0742578989308153,12,0.404
0,0,-0.546932642022266,0.987929188197444,3,0.176
1,1,-0.945668579347612,-0.523826691300568,6,0.406
0,0,-1.82851379566226,-1.00004477371258,8,0.238
0,0,-0.84530313262313,0.46629693103884,1,0.598
0,0,-0.341781990756371,-0.959395032477364,5,0.02
0,0,-0.427813421622466,-1.1405448768348,5,0.058
1,1,-0.186412975094065,1.05541969789026,5,0.062
1,1,-0.916829195138234,0.379568472321436,5,0.562
0,0,0.471713968626639,-0.324666612464004,5,0
1,1,-0.742920567171271,-1.63316252234974,5,0.476
1,1,-0.807951339266694,-0.07191510420184,14,0.676
1,1,-0.88068454852792,0.312235650735359,5,0.506
0,0,-0.312510348251383,-1.14417170329026,5,0
0,0,0.601736530126356,-0.19126247414596,5,0
0,0,0.561612149820944,-0.238884282387153,5,0
1,1,-1.48576661726553,0.0258740488611064,12,0.738
1,1,-0.792694413552548,-0.183062692594487,5,0.778
1,1,-0.826876459492757,0.401487119160913,5,0.452
0,0,-0.873597359655856,-1.91621267398205,5,0.322
1,1,-0.769415741206799,0.0463735027397785,5,0.398
0,0,-1.20075273761152,-0.483616224077037,13,0.594
0,0,-1.75426190335564,-1.3176286207251,9,0.004
0,0,0.156279684839212,-0.446244142775174,5,0
0,0,-1.23482574330428,-0.332708705908733,12,0.704
1,1,-0.725420673719113,0.277859643461916,10,0.504
1,1,-0.970964384068451,-1.88782881476544,5,0.42
0,0,-1.70710486356792,-0.493550574802857,6,0.47
1,1,-1.00062152873867,0.229291706580169,10,0.674
1,1,-1.23253603830159,-0.35036977386572,12,0.678
0,0,-0.622344967471872,0.0738900773692055,5,0.31
0,0,-0.914103350764783,-0.731501927902097,7,0.534
1,1,-0.40965930888347,0.0632461301629767,5,0.478
1,1,-0.940544006743038,0.0944683753012474,5,0.616
0,0,-1.67646641734411,-0.790634967936702,9,0.126
0,0,-0.716261851961744,-1.20440856007217,5,0.078
1,1,-0.731526554457431,0.197281020908087,3,0.688
1,1,-1.43005043708772,-1.07005829311355,6,0.228
